Corpus_position,Speaker_ID,Left_context,last_left,Match,Right_context,Cx,Lexeme,Futurate,Negative,Interrogative,Clause_structure,Clause_type,If-clause,Person,Animacy,left_more_context
127598,Monica,ka e det du gjør ? # tenk om vi,vi,vil,bruke det rød da til bursdagskortet ## hæ,vil,bruke,,affirmative,affirmative,complex,sub,no,1st,Animate,Anita har fortalt Monica # at hun ga henne poeng under siste nominasjon # noe hun ikke har lov til jeg mener jo ikke det at du er falsk egentlig # det må jeg si # men ## det var liksom du jeg forventa ## det minst av * ikke skulle gjøre # jeg veit * mm egentlig ## eller var det liksom hvis jeg skulle tenkt meg noen som hadde gjort det så hadde jeg hadde jeg hadde jeg ikke tenkt deg ### det hadde jeg ikke gjort ## men gjort er gjort * hadde jeg gjort det om_igjen så ville ikke ha gjort det på samme måten men det ble sånn ja ja # men gjort er gjort og spist er spist # det er ikke noe man kan gjøre med det ## egentlig * ja # ja ja men e ## det der skulle jo ikke du fortelle meg da * nei men jeg klarte ikke å la være * ja men hva tror skjer nå da ? jeg veit ikke jeg driter i det # jeg bare du har brutt en ... ja jeg veit # men det får heller være * seriøs regel jeg prøver å # jeg klarer ikke å la være jeg syns det var # dritkjipt ka e det du gjør ? # tenk om vi vil bruke det rød da til bursdagskortet ## hæ
127630,Monica,syns vi,vi,skal,gjøre det isteden # isteden for å lage ett stort et ?,skal,gjøre,,affirmative,affirmative,complex,sub,no,1st,Animate,* ikke skulle gjøre # jeg veit * mm egentlig ## eller var det liksom hvis jeg skulle tenkt meg noen som hadde gjort det så hadde jeg hadde jeg hadde jeg ikke tenkt deg ### det hadde jeg ikke gjort ## men gjort er gjort * hadde jeg gjort det om_igjen så ville ikke ha gjort det på samme måten men det ble sånn ja ja # men gjort er gjort og spist er spist # det er ikke noe man kan gjøre med det ## egentlig * ja # ja ja men e ## det der skulle jo ikke du fortelle meg da * nei men jeg klarte ikke å la være * ja men hva tror skjer nå da ? jeg veit ikke jeg driter i det # jeg bare du har brutt en ... ja jeg veit # men det får heller være * seriøs regel jeg prøver å # jeg klarer ikke å la være jeg syns det var # dritkjipt ka e det du gjør ? # tenk om vi vil bruke det rød da til bursdagskortet ## hæ kan man ikke ku- kutte det opp og så kan alle skrive en egen hilsen # på et av de andre syns vi skal gjøre det isteden # isteden for å lage ett stort et ?
290920,Anette,,,skal,jeg gå og late som jeg har vondt i benet lenger enn jeg har bare så dere kan gjøre ting for meg,skal,gå,,affirmative,affirmative,complex,main,no,1st,Animate,* ja ja åssen ser en elg ut ? kortbeint da ## han har litt korte bein er han det ? ja # veldig korte veldig korte bein ja hvis jeg lager lange bein da ? ja og så ? det ser ut som en langbeint maursluker er det en elg ? ja ja | blir el- elg i solnedgang | elg ja | elg i solnedgang ja ja men elgen har stor e s- stor brystkasse og litt liten rumpe # og lange bein ## stort hode * du skal du ikke s- # jam en har n lang hale da # har vi viskelær ? * hva er det for noe da ? nei jeg vet ikke det er kunst skal jeg gå og late som jeg har vondt i benet lenger enn jeg har bare så dere kan gjøre ting for meg
127706,Monica,_uforståelig_ skal vi ta det hvite eller,eller,skal,vi ta det blå eller ?,skal,ta,,affirmative,interrogative,simple,main,no,1st,Animate,men e ## det der skulle jo ikke du fortelle meg da * nei men jeg klarte ikke å la være * ja men hva tror skjer nå da ? jeg veit ikke jeg driter i det # jeg bare du har brutt en ... ja jeg veit # men det får heller være * seriøs regel jeg prøver å # jeg klarer ikke å la være jeg syns det var # dritkjipt ka e det du gjør ? # tenk om vi vil bruke det rød da til bursdagskortet ## hæ kan man ikke ku- kutte det opp og så kan alle skrive en egen hilsen # på et av de andre syns vi skal gjøre det isteden # isteden for å lage ett stort et ? på et kort ja det jeg tenkte hadde vært kult var å hvis du tok et sånt og så bretta du det sånn ## Rodney mm ? hvis du bretter det sånn et svær ? ja # og så skriver alle navnet sitt inni ## kan ikke det være litt kult da ? jo skal vi ta det hvite eller skal vi ta det blå eller ?
292650,Anette,*,,skal,jeg sette opp døra lufte litt eller ?,skal,sette,,affirmative,interrogative,simple,main,no,1st,Animate,"du syns du # du du syns du er litt kul òg når du går med krykker syns det er litt kul liksom at # Alice Cooper spurte liksom # "" what the hell happened to your leg ? "" og du bare "" well I just the car in full speed and roll round "" * hæ ? ja jeg syns det er dritkult * ja svarte du n da ? # du svart- # du svarte n ikke du * jeg bare ... jo jeg sa det hva sa du da ? "" I played some volleyball "" sa jeg hva sa han da ? "" oh yeah "" et eller annet # "" oh right "" "" all_right "" ? # "" all_right "" * * du skulle ikke sagt til Lars nå at vi hadde den derre olivenolja så hadde n fått helt noia # for det er vel ikke så mye "" melange "" vi har igjen ? ok * vi har masse * skal jeg sette opp døra lufte litt eller ?"
127798,Roy,_latter_ #,,skal,du hoppe av først ?,skal,hoppe,,affirmative,interrogative,simple,main,no,2nd,Animate,kan man ikke ku- kutte det opp og så kan alle skrive en egen hilsen # på et av de andre syns vi skal gjøre det isteden # isteden for å lage ett stort et ? på et kort ja det jeg tenkte hadde vært kult var å hvis du tok et sånt og så bretta du det sånn ## Rodney mm ? hvis du bretter det sånn et svær ? ja # og så skriver alle navnet sitt inni ## kan ikke det være litt kult da ? jo skal vi ta det hvite eller skal vi ta det blå eller ? em # nei # kan vel nesten du som er jente forstår vel # ting bedre jeg er veldig glad i blått men jeg veit ikke om hun er det jo jeg trur hun er hun liker den blå ok Anette får ikke bare et stort og fint kort # av Rodney # men også en høyst personlig gave # dette er småkomisk av dere * det var det skal sette på lyset eller ? ja # skal du hoppe av først ?
127902,Anette,hva skal jeg,jeg,skal,jeg le og syns det er moro ?,skal,le,,affirmative,interrogative,simple,main,no,1st,Animate,# dette er småkomisk av dere * det var det skal sette på lyset eller ? ja # skal du hoppe av først ? nei ### oi # kom igjen ekstra nummer da Rodney * ekstranummer ? kom igjen da # # eneste som var et helvete er de der forpulte flaskene her klemmer på egget der må du ikke nei men det gjør jeg heller ikke # det er bare sånn der spesialgreie ### ok nå må du lufte litt her klokka er fem la oss få opp den døra ## frisk luft ## ## fy det stinker fisk Monica så alvorlig vet hva skal jeg skal jeg le og syns det er moro ?
128518,Ramsy,så sa du #,,skal,dere ha så får dere ta,skal,ha,,affirmative,affirmative,simple,main,no,2nd,Animate,"# du dro jo ned buksene au hæ ? dro ned buksene au mm # det var ... * at ? dro ned buksen rockestjerne nei jo jo jo gjorde jeg vel ikke ikke du hadd- # hadde ikke penisen framme men du dro n helt ned til # til starten på penis * jo # du gjorde det * ja når da stod midt på gulvet der og gjorde det mm # så der du ... hæ ? * du dro jeg ned buksene ? ja så sa du # "" skal dere ha så får dere ta """
314639,Anette,ikke,,kommer til å,vinne det greiene her jeg Anne Mona kommer i_hvert_fall # ikke til å vinne _latter_ # det er helt sikkert,kommer,vinne,fut,negative,affirmative,simple,main,no,3rd,Animate,
317116,Anette,,,skal,vi spille basket etterpå eller ?,skal,spille,,affirmative,interrogative,simple,main,no,1st,Animate,så frøs jeg så sinnsykt på beina så stakk jeg bare under di dyne * jeg syns den her sjenansen mellom oss forsvant e rasende fort * ja jøss ja herregud også mellom jentene og guttene òg liksom det var bare # ja ja ## * ja det bare # fuck it - det er godt det jeg stressa ikke akkurat jeg heller for var ingen som har sagt at de skulle # dusje etter meg # du har dusja du ? jeg stressa for jeg var jo først # og så tenkte jeg # har sikkert stått her i to minutt og prøvd å finne det varme vannet liksom # jeg skjønner ikke får ikke det til * mm jeg skal vise deg det ## du vet når du vrir m- det varne varn # varme vannet mot ... * ja * ja men det som er så forvirrende du kan jo vri den helt rundt ja men når # når du vrir nedover # så blir n varmere gjør det ikke det da ? jeg skal vise deg så er det sånn rød knapp du kan dra til siden og hvis du da fortsetter og vrir så blir det kjempevarmt # ok ja for jeg så # jeg ser jo liksom at det er sånn en blå og en rød prikk liksom at varmt er mot deg * mm - ja men det er sånn knapp på toppen der eller sånn knapp du kan skyve til siden og hvis du gjør det og fortsetter å vri så blir den kjempevarm # det er sånn barnesikring ## det er det på nesten alle sånne nye dusjer * å * ok - mm skal vi spille basket etterpå eller ?
128794,Rodney,faen da du,du,skal,alltid # alltid imponere # _uforståelig_ something,skal,imponere,,affirmative,affirmative,simple,main,no,2nd,Animate,exiting Anette kalles inn for nok en liten overraskelse # denne gang fra Big Brother # og familien oi å herlighet å dæven Jesus Christ * å fy fader den var svær altså * for # en fin blomst # blomst og jeg er så glad i blomster stor som en busk dette her * god damn han var svær herlighet # gidd- du hold- gidder du å holde den * den var svær altså * ja ja hva i helvete var det for noe # skapning ? det var noe jeg snekra sammen i_stad * gud så fin han var også lukter det så godt # har du lukta på den før ? * fy fader den var svær | faen faen da du skal alltid # alltid imponere # something
317752,Anette,kanskje,,skal,ta det i morra da når du er full,skal,ta,,affirmative,affirmative,complex,main,no,1st,Animate,men # det er i_hvert_fall ei da som virker som er plukka ut helt eller # eller om det er jeg som er blitt plukka ut eller hva som er # for det er jo helt identisk sånn som jeg vil ha det m * og da bare hørte jeg han # flira inni boksen der og da # så kom jeg ut og så satte jeg meg ned i sofaen og så satt der og ki- kikka tenkte jeg # fy_faen da måtte jeg bare flire altså * for det var så jæklig akkurat det med liksom sånn # det med de klærne og det sporten og det der alt det greiene var akkurat det jeg skreiv i søknaden min # sånn sommersporter og * nei ## * herregud fy fader verden er ikke stor altså jeg stikker inn kaldt ja sex med jentene først på kvelden * du hva sier du t- hva sier du til ei jente hvis du treffer a på byen og sånn og syns hun er fin og # kunne tenke deg bli kjent med hun liksom hva # sjekketrikset ditt ? * vet du hva jeg # er så flink til det der # du aner ikke det # jeg er så dyktig ## men jeg er nødt til å være full da ellers så klarer ikke jeg * - ok jeg kan jeg kan godt sitte å være edru òg men da føler jeg at jeg alt blir dumt * ja - ja kanskje skal ta det i morra da når du er full
128907,Anita,* er det ingen av mennene som,som,skal,# tilby å # bare sitter der og ser på _uforståelig_,skal,tilby,,affirmative,affirmative,complex,sub,no,3rd,Animate,* god damn han var svær herlighet # gidd- du hold- gidder du å holde den * den var svær altså * ja ja hva i helvete var det for noe # skapning ? det var noe jeg snekra sammen i_stad * gud så fin han var også lukter det så godt # har du lukta på den før ? * fy fader den var svær | faen faen da du skal alltid # alltid imponere # something * | hvem er den fra ja hvem er det fra er det noe kort ? * å nei jeg tror det er fra mamma for at det er yndling- * skal ikke se bort ifra at det er Big Brother som har * jeg vet ikke | nei det skal vi ikke se bort ifra det er så rart for at orkideer og sånne blomster er de jeg liker best det må være et eller annet de har sikkert spurt fikk et par kort der gjorde du ikke det da ? * er det ingen av mennene som skal # tilby å # bare sitter der og ser på
129067,Rodney,* jeg,jeg,skal,holde en tale,skal,holde,,affirmative,affirmative,simple,main,no,1st,Animate,* er det ingen av mennene som skal # tilby å # bare sitter der og ser på gi n til e Rodney nå ja men i fj- går så var det jo du som absolutt ville åpne den så vet ja men dere må tål- # dere måtte åpne den litt for meg før jeg hun bruker et det var sikkert i_stad når n gikk i gulvet å gud jeg skvatt skvatt * det var jo nesten ikke noe sprett i det hele tatt ta til bursdagsbarnet først da jepp jeg tar det glasset her jeg nei * nei vet du hva # nei treng- # nei vi trenger ikke for at det er Roy også vet du Anne Mona har jo ikke sovet jeg skjønte det at den her var litt e ja # da # tar vel Rodney og holder en tale * skål | Rodney bør jo holde en # lengre tale * jeg skal holde en tale
129080,Monica,* vi,vi,skal,gi deg fem minutt,skal,gi,,affirmative,affirmative,simple,main,no,1st,Animate,ja men dere må tål- # dere måtte åpne den litt for meg før jeg hun bruker et det var sikkert i_stad når n gikk i gulvet å gud jeg skvatt skvatt * det var jo nesten ikke noe sprett i det hele tatt ta til bursdagsbarnet først da jepp jeg tar det glasset her jeg nei * nei vet du hva # nei treng- # nei vi trenger ikke for at det er Roy også vet du Anne Mona har jo ikke sovet jeg skjønte det at den her var litt e ja # da # tar vel Rodney og holder en tale * skål | Rodney bør jo holde en # lengre tale * jeg skal holde en tale gi meg fem minutter da * ja * vi skal gi deg fem minutt
129095,Lars_Joakim,kan jo ta den der # drikkeleken der en,en,skal,reise seg # og drikke hvis man kjenner seg igjen # em # er det noen som har hatt e s- sex på tv med en saftflaske med egg i ?,skal,reise,,affirmative,affirmative,complex,sub,no,3rd,Animate,hun bruker et det var sikkert i_stad når n gikk i gulvet å gud jeg skvatt skvatt * det var jo nesten ikke noe sprett i det hele tatt ta til bursdagsbarnet først da jepp jeg tar det glasset her jeg nei * nei vet du hva # nei treng- # nei vi trenger ikke for at det er Roy også vet du Anne Mona har jo ikke sovet jeg skjønte det at den her var litt e ja # da # tar vel Rodney og holder en tale * skål | Rodney bør jo holde en # lengre tale * jeg skal holde en tale gi meg fem minutter da * ja * vi skal gi deg fem minutt kan jo ta den der # drikkeleken der en skal reise seg # og drikke hvis man kjenner seg igjen # em # er det noen som har hatt e s- sex på tv med en saftflaske med egg i ?
129311,Rodney,dama og jeg,jeg,skal,vise deg liksom hvem du er,skal,vise,,affirmative,affirmative,complex,main,no,1st,Animate,"jeg skjønte det at den her var litt e ja # da # tar vel Rodney og holder en tale * skål | Rodney bør jo holde en # lengre tale * jeg skal holde en tale gi meg fem minutter da * ja * vi skal gi deg fem minutt kan jo ta den der # drikkeleken der en skal reise seg # og drikke hvis man kjenner seg igjen # em # er det noen som har hatt e s- sex på tv med en saftflaske med egg i ? * reise seg ? nei # ikke # saftflaske nei ## ja det er det ikke mange som har hatt nei * det er ikke mange som har sex på bursdagen sin heller på tv nei det er det ikke tenker hvor vilt det er # tenke "" hva gjorde du på fem og tjuedagen "" "" nei jeg hadde sex på tv "" # det er ikke løgn # det er jo sant * ja # med en plastflaske med egg på ryggen og # så spilte # så spilte dem # gratulerer med dagen rett etter vi var ferdig med sexscenene * det var bare det at det var sex på bursdagen din # på foran kamera # med tre stykker # som ligger våkne og hører på # det # det høres egentlig jævlig vilt ut # men for oss her så blir det bare ... * der kan vi se hvor dumt det er å være skråsikker ja | og ligger å hører på | | vis meg hun dama og jeg skal vise deg liksom hvem du er"
129572,Roy,akkurat sånne ting er jeg # hadde lovt meg sjøl at jeg garantert ikke,ikke,skal,gjøre,skal,gjøre,,negative,affirmative,complex,sub,no,1st,Animate,se på det været ja det er nydelig fy_faen det er bra altså I ' m sorry miss Jackson hadde du giddet og gitt meg sjampoen min e ja hvor den er da ? nedi skapet til venstre for det store om nominasjonen ? # si det det er ikke meg og det er ikke Rodney men Big Brother har registrert at flere av dere ikke følger enkelte viktige regler som er skrevet i regelboken # dette gjelder fremfor alt samtaler om hvem dere har nominert # Big Brother minner om at dere ikke med store bokstaver da har lov til å fortelle hverandre # hvem dere har nominert # dette er strengt forbudt brudd på dette kan føre til diskvalifikasjon # Big Brother ser dere står det that ' s sånn sånn er det bare å e noen som føler seg truffet ? eller var det bare fordi e Rebekka # du savna Rebekka holdt jeg på_si ? ja var det det ? selv om du ikke hadde kjent mer henne i par uker ? ja # kom an bare øver meg på slaget * er på grensa til patetisk ja * akkurat sånne ting er jeg # hadde lovt meg sjøl at jeg garantert ikke skal gjøre
129608,Anita,Anne Mona har reist å hva,hva,skal,jeg gjøre nå,skal,gjøre,,affirmative,affirmative,simple,main,no,1st,Animate,"nedi skapet til venstre for det store om nominasjonen ? # si det det er ikke meg og det er ikke Rodney men Big Brother har registrert at flere av dere ikke følger enkelte viktige regler som er skrevet i regelboken # dette gjelder fremfor alt samtaler om hvem dere har nominert # Big Brother minner om at dere ikke med store bokstaver da har lov til å fortelle hverandre # hvem dere har nominert # dette er strengt forbudt brudd på dette kan føre til diskvalifikasjon # Big Brother ser dere står det that ' s sånn sånn er det bare å e noen som føler seg truffet ? eller var det bare fordi e Rebekka # du savna Rebekka holdt jeg på_si ? ja var det det ? selv om du ikke hadde kjent mer henne i par uker ? ja # kom an bare øver meg på slaget * er på grensa til patetisk ja * akkurat sånne ting er jeg # hadde lovt meg sjøl at jeg garantert ikke skal gjøre ja * så går Anne Mona ut neste gang nå så blir du sittende der_inne og grine en gang til ja nei det gjør ikke jeg "" Anne Mona har reist å hva skal jeg gjøre nå """
324197,Anette,,,skal,jeg faen meg spørre om hvem som har stæsja sjokoladen # _kremting_,skal,spørre,,affirmative,affirmative,complex,main,no,1st,Animate,
12991,Roy,og da bestemte jeg meg altså det var så jævlig kjipt # og det var så jævlig vondt # at da bestemte jeg meg for at dette her sånn,sånn,skal,jeg aldri gjøre noe mer,skal,gjøre,,negative,affirmative,complex,sub,no,1st,Animate,"men jeg ble skikkelig forelska jeg var sammen med henne i # to år tenker jeg to år ? ja gammel var du da ? * e atten den første jeg var skikkelig forelska i det var hun lyshåra jenta som spilte i "" Den vita stenen "" # også etter det så hadde jeg e jeg var helt kjempeforelska i ei som e ## som var dattera til en nyhetsoppleser på NRK hun gikk på samme skolen som meg da # samme alderstrinn og sånn og men jeg fikk aldri ut fingeren til å tørre å prøve meg på * ikke Camilla ? nei nei Svanhild å ja jeg fikk aldri ut fingeren til å tørre å prøve på noe som helst så det ble bare sånn ## ble bare på avstand ## kom aldri til det var harde bud * ja faen altså det var tøffe greier no third base no first base no first base * nei nei nei nei jeg turte jo aldri # ikke sant tre ganger på rad som jeg var dritforelska i jenter som jeg aldri tør tør å gjøre noen ting med og da bestemte jeg meg altså det var så jævlig kjipt # og det var så jævlig vondt # at da bestemte jeg meg for at dette her sånn skal jeg aldri gjøre noe mer"
130369,Per_Morten,det meste har jeg funnet ut fordi men jeg hadde den innstillingen når jeg kom inn her at jeg,jeg,skal,prøve når vi drikker sånn så skal jeg prøve å holde igjen litt liksom,skal,prøve,,affirmative,affirmative,complex,sub,no,1st,Animate,* tok jo på meg olabuksa igjen og sånn liksom # men jeg bare tok å dusja underlivet liksom for å ## ja * nei ## ok nei det er det du mener ja det er det kan godt hende de viser og da tenker jeg liksom herregud # står en seks-og-tretti-åring naken med en rosa t-skjorte bretta opp på brystkassa og # vasker seg i ræva liksom * ja det er skikkelig teit # men ok det kan jeg se det komiske i òg på en måte så det det forsåvidt greit # det er verre hvis det er sånn derre ja du jævla idiot og * ja ja men det du var ikke noe aggressiv nei ## jeg pleier ikke å være det i fylla jeg pleier bare å # smile liksom ja men e # * altså vi hadde jo nesten ikke spist ikke sant ## så ## den eneste som ikke var # skikkelig drita syns jeg det var kanskje Monica for hun gikk og la seg så tidlig # ellers så var resten ganske på bærtur nei jeg får bare leve med den altså hadde vi vært fornuftig vet du så hadde vi ikke drukket så mye på fredagene for å unngå den følelsen man sitter igjen med på lørdagene * m ## mm men e # vi driter jo i det # der og da * vi driter jo i det meste har jeg funnet ut fordi men jeg hadde den innstillingen når jeg kom inn her at jeg skal prøve når vi drikker sånn så skal jeg prøve å holde igjen litt liksom
130376,Per_Morten,det meste har jeg funnet ut fordi men jeg hadde den innstillingen når jeg kom inn her at jeg skal prøve når vi drikker sånn så,så,skal,jeg prøve å holde igjen litt liksom,skal,prøve,,affirmative,affirmative,complex,main,no,1st,Animate,* tok jo på meg olabuksa igjen og sånn liksom # men jeg bare tok å dusja underlivet liksom for å ## ja * nei ## ok nei det er det du mener ja det er det kan godt hende de viser og da tenker jeg liksom herregud # står en seks-og-tretti-åring naken med en rosa t-skjorte bretta opp på brystkassa og # vasker seg i ræva liksom * ja det er skikkelig teit # men ok det kan jeg se det komiske i òg på en måte så det det forsåvidt greit # det er verre hvis det er sånn derre ja du jævla idiot og * ja ja men det du var ikke noe aggressiv nei ## jeg pleier ikke å være det i fylla jeg pleier bare å # smile liksom ja men e # * altså vi hadde jo nesten ikke spist ikke sant ## så ## den eneste som ikke var # skikkelig drita syns jeg det var kanskje Monica for hun gikk og la seg så tidlig # ellers så var resten ganske på bærtur nei jeg får bare leve med den altså hadde vi vært fornuftig vet du så hadde vi ikke drukket så mye på fredagene for å unngå den følelsen man sitter igjen med på lørdagene * m ## mm men e # vi driter jo i det # der og da * vi driter jo i det meste har jeg funnet ut fordi men jeg hadde den innstillingen når jeg kom inn her at jeg skal prøve når vi drikker sånn så skal jeg prøve å holde igjen litt liksom
130462,Anita,det er jo det ## men jeg hadde også den innstillinga at jeg,jeg,skal,prøve å holde igjen litt for jeg veit jeg kan ## bli utrolig fjern i fylla # men e ## og dere sprakk jo første kvelden _latter_ og etterpå så har det gått slag i slag,skal,prøve,,affirmative,affirmative,complex,sub,no,1st,Animate,det er skikkelig teit # men ok det kan jeg se det komiske i òg på en måte så det det forsåvidt greit # det er verre hvis det er sånn derre ja du jævla idiot og * ja ja men det du var ikke noe aggressiv nei ## jeg pleier ikke å være det i fylla jeg pleier bare å # smile liksom ja men e # * altså vi hadde jo nesten ikke spist ikke sant ## så ## den eneste som ikke var # skikkelig drita syns jeg det var kanskje Monica for hun gikk og la seg så tidlig # ellers så var resten ganske på bærtur nei jeg får bare leve med den altså hadde vi vært fornuftig vet du så hadde vi ikke drukket så mye på fredagene for å unngå den følelsen man sitter igjen med på lørdagene * m ## mm men e # vi driter jo i det # der og da * vi driter jo i det meste har jeg funnet ut fordi men jeg hadde den innstillingen når jeg kom inn her at jeg skal prøve når vi drikker sånn så skal jeg prøve å holde igjen litt liksom * ja ja for det jeg er tross alt på tv # men nå har vi vært her så lenge at nå blir det liksom det er jo e ditt andre hjem da # så begynner du å leve e ganske normalt og gi litt mer faen og da * ja ikke sant da blir det sånn det er jo egentlig det de vil òg det er jo det ## men jeg hadde også den innstillinga at jeg skal prøve å holde igjen litt for jeg veit jeg kan ## bli utrolig fjern i fylla # men e ## og dere sprakk jo første kvelden og etterpå så har det gått slag i slag
131107,Rodney,oppgave _handling_ ### helikopterbilde ## alle,alle,skal,samles i stuen lese _lydmalende_ord_ kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det vil si om tjue minutter så skal dere ta på dere uteklær og gå ut i hagen dere skal legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven,skal,samles,,affirmative,affirmative,simple,main,no,3rd,Animate,
131134,Rodney,oppgave _handling_ ### helikopterbilde ## alle skal samles i stuen lese _lydmalende_ord_ kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det,det,vil,si om tjue minutter så skal dere ta på dere uteklær og gå ut i hagen dere skal legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven,vil,si,,affirmative,affirmative,simple,main,no,3rd,Inanimate,"* ja "" hent et glass vann da "" ja ok han går og henter vann vet du nei men veit du hva jeg husker det ikke engang for jeg må vært i_søvne fortsatt # så jeg kasta jo ikke det vannet for # å være kjip # jeg var jo bare helt # i_søvne men # for det liksom # hvis de sender akkurat det så * Roy da bare gikk n ut igjen han da ? jeg veit ikke # nei jeg var ikke våken * vært meg da så hadde jeg gått og henta et nytt glass vann jeg og så hadde jeg tømt det i ansiktet e ditt * og kasta det på # ja det ville jeg også ha gjort ## jeg har gjort mye skit mot Roy når vi har drukket ja men jeg trur han jeg trur han syns det er litt morsomt òg tror du det ? ja innimellom så det ikke lenge så lenge det ikke blir for mye ja men jeg lurer på om jeg gikk over en e magisk grense nå på fredag # fordi det er hver gang så er det et eller annet # jeg gjør med Roy ### ja det er noen det må gå utover neida men du har ikke så mye å # være flau over altså # det eneste hvis jeg hadde vært deg og ha vært flau over er det med bæsjen ja ellers så var du jo bare full og blank i øya ellers så # ikke sant # rocka litt òg # det er lov det jeg hadde jo vett nok til ikke ta av meg trusene og da heldigvis bare liksom kødde litt med det ja # ja tenk om du hadde gjort det da # fram med snurrebassen og rock_and_roll da # nei ## nei men det # det er godt man har noen sperrer * oppgave ### helikopterbilde ## alle skal samles i stuen lese kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det vil si om tjue minutter så skal dere ta på dere uteklær og gå ut i hagen dere skal legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven"
131140,Rodney,oppgave _handling_ ### helikopterbilde ## alle skal samles i stuen lese _lydmalende_ord_ kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det vil si om tjue minutter så,så,skal,dere ta på dere uteklær og gå ut i hagen dere skal legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven,skal,ta på seg,,affirmative,affirmative,simple,main,no,2nd,Animate,"* ja "" hent et glass vann da "" ja ok han går og henter vann vet du nei men veit du hva jeg husker det ikke engang for jeg må vært i_søvne fortsatt # så jeg kasta jo ikke det vannet for # å være kjip # jeg var jo bare helt # i_søvne men # for det liksom # hvis de sender akkurat det så * Roy da bare gikk n ut igjen han da ? jeg veit ikke # nei jeg var ikke våken * vært meg da så hadde jeg gått og henta et nytt glass vann jeg og så hadde jeg tømt det i ansiktet e ditt * og kasta det på # ja det ville jeg også ha gjort ## jeg har gjort mye skit mot Roy når vi har drukket ja men jeg trur han jeg trur han syns det er litt morsomt òg tror du det ? ja innimellom så det ikke lenge så lenge det ikke blir for mye ja men jeg lurer på om jeg gikk over en e magisk grense nå på fredag # fordi det er hver gang så er det et eller annet # jeg gjør med Roy ### ja det er noen det må gå utover neida men du har ikke så mye å # være flau over altså # det eneste hvis jeg hadde vært deg og ha vært flau over er det med bæsjen ja ellers så var du jo bare full og blank i øya ellers så # ikke sant # rocka litt òg # det er lov det jeg hadde jo vett nok til ikke ta av meg trusene og da heldigvis bare liksom kødde litt med det ja # ja tenk om du hadde gjort det da # fram med snurrebassen og rock_and_roll da # nei ## nei men det # det er godt man har noen sperrer * oppgave ### helikopterbilde ## alle skal samles i stuen lese kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det vil si om tjue minutter så skal dere ta på dere uteklær og gå ut i hagen dere skal legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven"
131152,Rodney,oppgave _handling_ ### helikopterbilde ## alle skal samles i stuen lese _lydmalende_ord_ kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det vil si om tjue minutter så skal dere ta på dere uteklær og gå ut i hagen dere,dere,skal,legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven,skal,legge seg,,affirmative,affirmative,simple,main,no,2nd,Animate,"* ja "" hent et glass vann da "" ja ok han går og henter vann vet du nei men veit du hva jeg husker det ikke engang for jeg må vært i_søvne fortsatt # så jeg kasta jo ikke det vannet for # å være kjip # jeg var jo bare helt # i_søvne men # for det liksom # hvis de sender akkurat det så * Roy da bare gikk n ut igjen han da ? jeg veit ikke # nei jeg var ikke våken * vært meg da så hadde jeg gått og henta et nytt glass vann jeg og så hadde jeg tømt det i ansiktet e ditt * og kasta det på # ja det ville jeg også ha gjort ## jeg har gjort mye skit mot Roy når vi har drukket ja men jeg trur han jeg trur han syns det er litt morsomt òg tror du det ? ja innimellom så det ikke lenge så lenge det ikke blir for mye ja men jeg lurer på om jeg gikk over en e magisk grense nå på fredag # fordi det er hver gang så er det et eller annet # jeg gjør med Roy ### ja det er noen det må gå utover neida men du har ikke så mye å # være flau over altså # det eneste hvis jeg hadde vært deg og ha vært flau over er det med bæsjen ja ellers så var du jo bare full og blank i øya ellers så # ikke sant # rocka litt òg # det er lov det jeg hadde jo vett nok til ikke ta av meg trusene og da heldigvis bare liksom kødde litt med det ja # ja tenk om du hadde gjort det da # fram med snurrebassen og rock_and_roll da # nei ## nei men det # det er godt man har noen sperrer * oppgave ### helikopterbilde ## alle skal samles i stuen lese kjære Big Brother-deltagere Big Brother ønsker å ta et lagbilde av alle sammen fra et helikopter ## klokken tretten tjue det vil si om tjue minutter så skal dere ta på dere uteklær og gå ut i hagen dere skal legge dere på bakken mellom verandaen ## og basketkurven # med benene mot kurven"
