Corpus_position,Speaker_ID,Left_context,last_left,Match,Right_context,Cx,Lexeme,Futurate,Negative,Interrogative,Clause_structure,Clause_type,If-clause,Person,Animacy,left_more_context
281383,Rodney,Anette òg er veldig sånn # aldri opplevd det før jeg liksom at liksom ja,ja,skal,jeg vaske klærne dine og ## jøss,skal,vaske,,affirmative,affirmative,simple,main,no,1st,Animate,
281513,Anita,ja tror du vi,vi,skal,pakke igjen neste torsdag # Morten ?,skal,pakke,,affirmative,interrogative,complex,sub,no,1st,Animate,"helt topp ## det som er så fint med hun hun smiler hele tida hun er så glad ja jævlig glad det er liksom # hun flirer # hele tida selv om hun # er litt sur også # henger ikke det igjen liksom flirer og ## bra bra personlighet ja Anne Mona vet du det er ei sånn dame du kan ha for livet det vet du hun gjør jo alt for deg vet du ja sånn gammeldags bondedame som gjør alt * ja og det verste er at hun liker å gjøre det òg * ja ikke sånn bydame som er stor i kjeften og ber deg dra til helvete og * nei * nei nei nei sånn derre "" du jeg klarer å stå på mine egne bein "" * ja Anette òg er veldig sånn # aldri opplevd det før jeg liksom at liksom "" ja skal jeg vaske klærne dine "" og ## jøss liksom "" hey ## ja gjerne "" ## liksom "" gidder du det "" # skikkelig sånn # "" faen "" # helt sjokka da vet du * m * ja ja ja ja ## "" mener du det Anette vi- "" jeg får ikke lov å vaske klærne mine ## god i senga òg ## ### for det hun sier det at hun ## hun elsker sex da # hun kan bare ligge og sånn hun kan bare ligge og nyte det sånn med øya igjen det er det er så deilig å se på når du ser de liker det # virkelig # og du bare # fy_faen nei må vi ta en fem-minutter ja # den der går fint den ja tror du vi skal pakke igjen neste torsdag # Morten ?"
281526,Lars_Joakim,* får se om jeg,jeg,skal,s- få,skal,få,,affirmative,affirmative,complex,sub,no,1st,Animate,"ja jævlig glad det er liksom # hun flirer # hele tida selv om hun # er litt sur også # henger ikke det igjen liksom flirer og ## bra bra personlighet ja Anne Mona vet du det er ei sånn dame du kan ha for livet det vet du hun gjør jo alt for deg vet du ja sånn gammeldags bondedame som gjør alt * ja og det verste er at hun liker å gjøre det òg * ja ikke sånn bydame som er stor i kjeften og ber deg dra til helvete og * nei * nei nei nei sånn derre "" du jeg klarer å stå på mine egne bein "" * ja Anette òg er veldig sånn # aldri opplevd det før jeg liksom at liksom "" ja skal jeg vaske klærne dine "" og ## jøss liksom "" hey ## ja gjerne "" ## liksom "" gidder du det "" # skikkelig sånn # "" faen "" # helt sjokka da vet du * m * ja ja ja ja ## "" mener du det Anette vi- "" jeg får ikke lov å vaske klærne mine ## god i senga òg ## ### for det hun sier det at hun ## hun elsker sex da # hun kan bare ligge og sånn hun kan bare ligge og nyte det sånn med øya igjen det er det er så deilig å se på når du ser de liker det # virkelig # og du bare # fy_faen nei må vi ta en fem-minutter ja # den der går fint den ja tror du vi skal pakke igjen neste torsdag # Morten ? * får se om jeg skal s- få"
281606,Lars_Joakim,og med en gang vi er ferdig så,så,kommer vi til å,gå bort så du får fin tid til å stelle håret ditt etterpå,kommer,gå,fut,affirmative,affirmative,complex,main,no,1st,Animate,"og det verste er at hun liker å gjøre det òg * ja ikke sånn bydame som er stor i kjeften og ber deg dra til helvete og * nei * nei nei nei sånn derre "" du jeg klarer å stå på mine egne bein "" * ja Anette òg er veldig sånn # aldri opplevd det før jeg liksom at liksom "" ja skal jeg vaske klærne dine "" og ## jøss liksom "" hey ## ja gjerne "" ## liksom "" gidder du det "" # skikkelig sånn # "" faen "" # helt sjokka da vet du * m * ja ja ja ja ## "" mener du det Anette vi- "" jeg får ikke lov å vaske klærne mine ## god i senga òg ## ### for det hun sier det at hun ## hun elsker sex da # hun kan bare ligge og sånn hun kan bare ligge og nyte det sånn med øya igjen det er det er så deilig å se på når du ser de liker det # virkelig # og du bare # fy_faen nei må vi ta en fem-minutter ja # den der går fint den ja tror du vi skal pakke igjen neste torsdag # Morten ? * får se om jeg skal s- få I said hey baby do you wanna lay down by me I said hey baby do you wanna lay down by my side si noe ... hm ? men ikke sant han må være med # ikke sant det var bra de gitartinga altså * ja ja # klart det for han sa han har ikke sagt noe ordentlig "" ja "" han sier "" får se "" nei må være med morsomt og med en gang vi er ferdig så kommer vi til å gå bort så du får fin tid til å stelle håret ditt etterpå"
281684,Anita,tror du vi,vi,skal,pakke til torsdag ?,skal,pakke,,affirmative,interrogative,complex,sub,no,1st,Animate,"* ja Anette òg er veldig sånn # aldri opplevd det før jeg liksom at liksom "" ja skal jeg vaske klærne dine "" og ## jøss liksom "" hey ## ja gjerne "" ## liksom "" gidder du det "" # skikkelig sånn # "" faen "" # helt sjokka da vet du * m * ja ja ja ja ## "" mener du det Anette vi- "" jeg får ikke lov å vaske klærne mine ## god i senga òg ## ### for det hun sier det at hun ## hun elsker sex da # hun kan bare ligge og sånn hun kan bare ligge og nyte det sånn med øya igjen det er det er så deilig å se på når du ser de liker det # virkelig # og du bare # fy_faen nei må vi ta en fem-minutter ja # den der går fint den ja tror du vi skal pakke igjen neste torsdag # Morten ? * får se om jeg skal s- få I said hey baby do you wanna lay down by me I said hey baby do you wanna lay down by my side si noe ... hm ? men ikke sant han må være med # ikke sant det var bra de gitartinga altså * ja ja # klart det for han sa han har ikke sagt noe ordentlig "" ja "" han sier "" får se "" nei må være med morsomt og med en gang vi er ferdig så kommer vi til å gå bort så du får fin tid til å stelle håret ditt etterpå hvert fall jeg ser jo ut som en traktor etter_at jeg har hatt på meg greiene der ellers så bare driter du i håret da men håret er bra bare ta på deg lua di med en gang ja jeg bruker den så ofte ## så jeg er litt lei av å ha den lua på meg tror du vi skal pakke til torsdag ?"
28206,Roy,det var en original måte å vekke folk på altså # når de ikke,ikke,vil,stå opp så begynner du å bite # og hun biter til du til du står opp # litt drastiske metoder men ok # det får gå,vil,stå opp,,negative,affirmative,complex,sub,no,3rd,Animate,"ja les les da BigBrother vil osv kroppene osv ja hva skal vi gjøre da ? vi må bestemme Ramsy ? hundre|hundre er det noen som ikke har hundre her ? jeg fikk faktisk en bolle med vann over meg # jeg jeg satt her var bare meg og Anita igjen | Anita : du gjorde det ja | jeg jeg fikk to jeg fikk to jeg * you got two ? | du fikk bare en # du fikk bare en nei den første svei som et helvete for den kom innunder øyenlokket og jeg satt jeg bare satt sånn "" fy_faen dette her svir # fy_faen det gjør vondt "" # jeg s- jeg jeg # jeg tror jeg satt sånn i tre fire minutter jeg * var full ennå gitt ## han var full ennå | jeg så et vinglass og et askebeger du # jeg # jeg satt sånn i tre fire minutter "" fy_faen dette her svir fy_faen det gjør vondt "" # og så og så og så sier a # "" skal du ha mer eller "" og så tenkte jeg "" fy fader er a dum nok til det gjøre det en gang til ? # er a dum nok til å gjøre det en en gang til ? og så bare # lå n og sov # på skrifterommet | * få en bit og så tenkte jeg etter en halvtime "" fy_faen # nå er a sikkert lei seg nå går jeg inn og sier ifra at hu # ok jeg er ikke jeg er ikke gretten "" | | | så kommer jeg rundt hjørnet der så så sitter hun der rett foran døra der sånn og så sier a "" hva faen gjør du her ? "" bare snur jeg meg går jeg inn og legger meg det var en original måte å vekke folk på altså # når de ikke vil stå opp så begynner du å bite # og hun biter til du til du står opp # litt drastiske metoder men ok # det får gå"
282169,Anette,ja ikke sant han var # ja ikke sant han var fin da ## han,han,skal,han vil ikke høre på meg,skal,høre,,affirmative,affirmative,simple,main,no,3rd,Animate,say my name bitch herlig # velkommen da takk skulle være i_går vet du det er helt rart ja det føles ikke så lenge siden vi så deg sist nei nei nå jeg har fått en ny image mens du har vært borte da å ## jeg har sett det * ja ja ja | herregud så rart * ja når du du når du reiste ut da var ikke jeg og Anette begynt å styre med hverandre eller noen ting vi da # når du reiste ut av huset ? * det er dritrart jo littegrann trur jeg jo du du så på rumpa hennes hele tida sånn * jo nei men dere hadde ikke e nei altså du hadde bare nei jo men altså det var jo det var jo innlysende allerede da ## var ikke så hva har du gjort for noe med sveisen din nå ## du som var så fin i_går * ja | gud så noe rart i_går ? ja ja ikke sant han var # ja ikke sant han var fin da ## han skal han vil ikke høre på meg
282171,Anette,ja ikke sant han var # ja ikke sant han var fin da ## han skal han,han,vil,ikke høre på meg,vil,høre,,negative,affirmative,simple,main,no,3rd,Animate,say my name bitch herlig # velkommen da takk skulle være i_går vet du det er helt rart ja det føles ikke så lenge siden vi så deg sist nei nei nå jeg har fått en ny image mens du har vært borte da å ## jeg har sett det * ja ja ja | herregud så rart * ja når du du når du reiste ut da var ikke jeg og Anette begynt å styre med hverandre eller noen ting vi da # når du reiste ut av huset ? * det er dritrart jo littegrann trur jeg jo du du så på rumpa hennes hele tida sånn * jo nei men dere hadde ikke e nei altså du hadde bare nei jo men altså det var jo det var jo innlysende allerede da ## var ikke så hva har du gjort for noe med sveisen din nå ## du som var så fin i_går * ja | gud så noe rart i_går ? ja ja ikke sant han var # ja ikke sant han var fin da ## han skal han vil ikke høre på meg
282276,Rebekka,mm ja em altså em jeg har jeg har med meg litt røyk men e # e ja altså e # jeg,jeg,kommer ikke til også ## jo altså jeg kommer jo til å,gi dere røyk altså det er ikke det _latter_,kommer,gi,fut,affirmative,affirmative,simple,main,no,1st,Animate,når du du når du reiste ut da var ikke jeg og Anette begynt å styre med hverandre eller noen ting vi da # når du reiste ut av huset ? * det er dritrart jo littegrann trur jeg jo du du så på rumpa hennes hele tida sånn * jo nei men dere hadde ikke e nei altså du hadde bare nei jo men altså det var jo det var jo innlysende allerede da ## var ikke så hva har du gjort for noe med sveisen din nå ## du som var så fin i_går * ja | gud så noe rart i_går ? ja ja ikke sant han var # ja ikke sant han var fin da ## han skal han vil ikke høre på meg * har du fulgt med hele tiden eller ? ja # det har jeg # jo sett på tv og # herregud nei ja ja jeg tar meg en røyk jeg * | på internett òg får gjøre det du som kan ja du som har du som har røyk ## noen som noen som har røyk her da * | altså jeg er helt e * Rebekka ? mm ja em altså em jeg har jeg har med meg litt røyk men e # e ja altså e # jeg kommer ikke til også ## jo altså jeg kommer jo til å gi dere røyk altså det er ikke det
282305,Anette,slapp av vi,vi,skal,kjøpe i_morgen for i_morgen er vi …,skal,kjøpe,,affirmative,affirmative,simple,main,no,1st,Animate,jo littegrann trur jeg jo du du så på rumpa hennes hele tida sånn * jo nei men dere hadde ikke e nei altså du hadde bare nei jo men altså det var jo det var jo innlysende allerede da ## var ikke så hva har du gjort for noe med sveisen din nå ## du som var så fin i_går * ja | gud så noe rart i_går ? ja ja ikke sant han var # ja ikke sant han var fin da ## han skal han vil ikke høre på meg * har du fulgt med hele tiden eller ? ja # det har jeg # jo sett på tv og # herregud nei ja ja jeg tar meg en røyk jeg * | på internett òg får gjøre det du som kan ja du som har du som har røyk ## noen som noen som har røyk her da * | altså jeg er helt e * Rebekka ? mm ja em altså em jeg har jeg har med meg litt røyk men e # e ja altså e # jeg kommer ikke til også ## jo altså jeg kommer jo til å gi dere røyk altså det er ikke det * tusen takk | slapp av vi skal kjøpe i_morgen for i_morgen er vi ...
282479,Rebekka,ja det satte vi ut fordi du husker du ikke vi spilte hockey der_borte ## jeg,jeg,skal,hente litt mer røyk jeg jeg har med noe # jeg har med gave òg jeg,skal,hente,,affirmative,affirmative,simple,main,no,1st,Animate,* | altså jeg er helt e * Rebekka ? mm ja em altså em jeg har jeg har med meg litt røyk men e # e ja altså e # jeg kommer ikke til også ## jo altså jeg kommer jo til å gi dere røyk altså det er ikke det * tusen takk | slapp av vi skal kjøpe i_morgen for i_morgen er vi ... * ja vi har klart oppgaven òg | | ja ja ja nei da det var ikke sånn var ikke sånn ment liksom det e er er vi er vi liksom kjendiser overfor deg er vi sånn kjendiser vi overfor deg nå liksom ? * | ja men det er vet du hva det er nesten sånn # e det er nesten sånn # e jeg må liksom jeg må bo meg inn igjen # for det er sånn # e fy fader det må være så rart for deg ja komme inn og etter å ha sett det og ja ja # men jeg så de det første jeg så det var trynet til Anette ble det helt sånn # nei bare sånn * vi har fått bad siden du var her sist òg * herregud | dødsstilig boblebad ja det satte vi ut fordi du husker du ikke vi spilte hockey der_borte ## jeg skal hente litt mer røyk jeg jeg har med noe # jeg har med gave òg jeg
282732,Per_Morten,_klikkelyd_ noe som interesserer meg midt i ræva for å si det rett ut ## det som jeg lurer på er om,om,skal,gidde å være her lenger for det det trur jeg faen ikke ## er ikke interessant,skal,gidde,,affirmative,affirmative,complex,sub,no,1st,Animate,å ja husker alt sånn derre stjerner og * ja jeg husker det veldig godt jeg e Anita så nå har alle fått med stjerne på ? # nei wow * nei ## Rodney | å dæven dette her er jo kongebriller Anne Mona thank you også er det # Lars Joakim ## og så stilig du skjuler jo ikke øynene i det der da | var litt kule de se på det Rodney | men # jeg lurer på åssen det blir med Anne Mona og Ramsy sin sex inne på rommet nå mens Rebekka er der * hm er det noe jeg driter i så er det det ja noe som interesserer meg midt i ræva for å si det rett ut ## det som jeg lurer på er om skal gidde å være her lenger for det det trur jeg faen ikke ## er ikke interessant
388405,Lars_Joakim,Veronica,,vil,dø ?,vil,dø,,affirmative,interrogative,simple,main,no,3rd,Animate,
398145,Lars_Joakim,,,skal,jeg ta det opp når jeg vet at # det plager meg ikke,skal,ta,,affirmative,affirmative,complex,main,no,1st,Animate,* du er enig med Morten når du snakker med han og så er du enig med andre når du snakker med andre nei nei nei det er ikke det som er poenget jeg er ikke enig # altså jeg sier # jeg sier # jeg sier veldig lite det er det som er problemet mitt jeg e- jeg og Anne Mona er like der vi sier veldig lite og det er derfor så m- ... * men du har veldig mange meninger når du snakker med folk på tomannshånd men når det er he- helheten og folk samler seg så har du ingenting du vil si hvis det er sånn at du ikke har meninger så har man som regel ikke meninger når man snakker med e e # m- mennesker under fire øyne heller * jeg kan være enig at jeg jeg prøver å unngå konflikter det gjør jeg ja # det gjør jeg # det er helt riktig men jeg sier ikke at jeg er enig det er det som er problemet mitt nei men jeg skjønner ikke hv- du er jo du du er jo en del av det også da når du sitter og er enig og ikke argumenterer mot men sitter enten og sier vet du sier noe til meg nå og jeg bare sier ikke sier noe # den som tier den samtykker det det er en det er en gyllen r- regel og det er sånn du oppfører deg * mm for du sier aldri ordentlig meninga di for du har du du er enig med alle ja det var derf- det var derfor e det var derfor Ramsey nominerte meg òg han syns jeg er feig # men ... * jeg syns det er feigt Lars det gjør jeg og det er jo noe du kan ... nei men hør her nei ... * for det er jo ikke det at ikke du har meninger for det har du jo * hvo- hvorfor skal jeg ta ja men hvorfor skal jeg ta det opp når jeg vet at # det plager meg ikke og og for_eksempel at du har en at du har en sterk mening på for_eksempel at e ja samme hva faen det er da e jeg kommer ikke på noe eksempel nå
283224,Anne_Mona,* hva,hva,skal,jeg svare ?,skal,svare,,affirmative,interrogative,simple,main,no,1st,Animate,
283393,Rodney,fader jeg lå og tenkte og grubla faen de,de,skal,jeg ringe til når jeg kommer hjem og de skal jeg ringe til og han kommer helt sikkert til å ordne det og,skal,ringe,,affirmative,affirmative,complex,main,no,1st,Animate,"lukk døra da jada men Anne Mona hørte du at Ramsy sa at han # egentlig skulle ønske at det var sant den spøken ? ## han sa det ## nå kikker dere på meg igjen så rart ## jeg på Anette jeg | han stiller deg jo et spørsmål | også da for da blir du flau | ikke sant det Anne Mona ? # lukker du igjen døra òg eller ? * hva skal jeg svare ? hva du sa nå Lars ? fikk du det til ? jeg sa det du sa hva jeg sa da ? du sa at du egentlig ## i_går ønska at det du sa var sant ja da det var en ra- # det var en rar dag i_går * men det kan kanskje sta- jeg syns så synd på deg Rodney som hadde så mye planer og alt hæ ? du som skulle være forlover og hadde så mye planer jeg syns så synd på du blir så # du blir jo så engasjert ## jeg syns så synd på deg ## du blir så engasjert og du ... * ja det var det verste | ja f- ## da aldri ingen hadde bedt meg om å være forlover så jeg hadde gleda meg skikkelig jeg faen jeg lå i_natt når jeg gikk og la meg * jeg visste det fader jeg lå og tenkte og grubla "" faen de skal jeg ringe til når jeg kommer hjem og de skal jeg ringe til og han kommer helt sikkert til å ordne det og """
